2014-01-01,19,9,多云,微风,小于3级
2014-01-02,19,9,阴,微风,小于3级
2014-01-03,18,13,阵雨,微风,小于3级
2014-01-04,19,13,多云转晴,微风,小于3级
2014-01-05,17,10,晴,微风~东北风,小于3级~3-4级
2014-01-06,18,9,多云,微风,小于3级
2014-01-07,21,12,多云,微风,小于3级
2014-01-08,24,15,多云,微风,小于3级
2014-01-09,17,11,阴转多云,东北风,3-4级
2014-01-10,15,8,多云,东北风,3-4级
2014-01-11,16,9,多云,微风,小于3级
2014-01-12,18,11,多云,微风,小于3级
2014-01-13,16,11,多云转阴,东北风,3-4级
2014-01-14,16,10,多云,东北风,3-4级~4-5级
2014-01-15,15,7,多云,东北风,3-4级
2014-01-16,16,7,多云转晴,东北风~微风,3-4级~小于3级
2014-01-17,19,9,多云,微风,小于3级
2014-01-18,17,9,多云,微风~东北风,小于3级~3-4级
2014-01-19,16,8,多云,东北风~微风,3-4级~小于3级
2014-01-20,19,7,多云,微风,小于3级
2014-01-21,19,8,多云,微风,小于3级
2014-01-22,14,6,多云,东北风,3-4级
2014-01-23,15,5,多云,微风,小于3级
2014-01-24,19,7,多云,微风,小于3级
2014-01-25,21,11,多云,微风,小于3级
2014-01-26,17,12,多云转阴,微风~东北风,小于3级~3-4级
2014-01-27,17,10,阴,东北风,3-4级
2014-01-28,18,9,多云,微风,小于3级
2014-01-29,22,12,多云,微风,小于3级
2014-01-30,24,13,多云,微风,小于3级
2014-01-31,22,12,晴,微风,小于3级
2014-02-01,27,15,多云,微风,小于3级
2014-02-02,27,15,多云,微风,小于3级
2014-02-03,27,15,多云,微风,小于3级
2014-02-04,25,12,多云,微风~东北风,小于3级~3-4级
2014-02-05,15,11,阵雨,东北风~微风,3-4级~小于3级
2014-02-06,18,11,中雨转小雨,微风,小于3级
2014-02-07,20,14,阴,微风,小于3级
2014-02-08,16,13,阵雨,微风,小于3级
2014-02-09,12,9,阵雨转中雨,东北风,3-4级
2014-02-10,11,6,中雨,东北风,3-4级
2014-02-11,10,5,阴,微风,小于3级
2014-02-12,11,6,阴,微风,小于3级
2014-02-13,10,7,阵雨,微风,小于3级
2014-02-14,13,8,多云,微风,小于3级
2014-02-15,14,8,阴,微风,小于3级
2014-02-16,18,11,阵雨,微风,小于3级
2014-02-17,16,12,阴,微风,小于3级
2014-02-18,20,15,阵雨,微风,小于3级
2014-02-19,13,11,中雨,微风,小于3级
2014-02-20,14,6,多云转晴,微风~东北风,小于3级~3-4级
2014-02-21,15,5,多云,微风,小于3级
2014-02-22,18,7,多云,微风,小于3级
2014-02-23,19,11,多云,微风,小于3级
2014-02-24,20,13,多云,微风,小于3级
2014-02-25,22,13,多云,微风,小于3级
2014-02-26,21,13,中雨,微风,小于3级
2014-02-27,19,14,阴转多云,微风,小于3级
2014-02-28,21,13,多云,微风,小于3级
2014-03-01,22,15,多云,微风,小于3级
2014-03-02,16,13,中雨转阵雨,微风,小于3级
2014-03-03,15,10,阵雨,微风,小于3级
2014-03-04,19,11,阴,微风,小于3级
2014-03-05,17,12,阵雨转多云,微风,小于3级
2014-03-06,15,11,阴,东北风,3-4级
2014-03-07,13,9,阵雨,东北风,3-4级
2014-03-08,13,10,阵雨,微风,小于3级
2014-03-09,14,10,阵雨转阴,微风,小于3级
2014-03-10,14,9,阴,东北风~微风,3-4级~小于3级
2014-03-11,14,10,阴,微风,小于3级
2014-03-12,19,14,阵雨转中雨,微风,小于3级
2014-03-13,20,13,中雨转阴,微风,小于3级
2014-03-14,16,12,阴转多云,微风,小于3级
2014-03-15,18,11,多云,微风,小于3级
2014-03-16,20,12,多云,微风,小于3级
2014-03-17,21,14,雾转多云,微风,小于3级
2014-03-18,24,16,多云,微风,小于3级
2014-03-19,25,18,阵雨,微风,小于3级
2014-03-20,23,14,阵雨转中雨,微风~北风,小于3级~3-4级
2014-03-21,17,12,阴转多云,微风,小于3级
2014-03-22,18,10,多云,东北风~微风,3-4级~小于3级
2014-03-23,22,12,多云,微风,小于3级
2014-03-24,23,13,多云,微风,小于3级
2014-03-25,25,15,多云,微风,小于3级
2014-03-26,26,18,多云,微风,小于3级
2014-03-27,24,19,阴转雷阵雨,微风,小于3级
2014-03-28,24,18,阴转阵雨,微风,小于3级
2014-03-29,25,19,雷阵雨,微风,小于3级
2014-03-30,24,18,阴转阵雨,微风,小于3级
2014-03-31,19,16,中雨转暴雨,微风,小于3级
2014-04-01,20,15,阵雨转阴,微风,小于3级
2014-04-02,19,15,阴转阵雨,微风,小于3级
2014-04-03,18,15,小雨转中雨,微风,小于3级
2014-04-04,22,16,阴转多云,微风,小于3级
2014-04-05,23,15,多云,微风,小于3级
2014-04-06,21,14,多云,微风,小于3级
2014-04-07,20,14,阵雨转中雨,微风,小于3级
2014-04-08,21,16,阵雨,微风,小于3级
2014-04-09,25,17,中雨转阴,微风,小于3级
2014-04-10,25,17,阴转多云,微风,小于3级
2014-04-11,27,18,多云,微风,小于3级
2014-04-12,27,18,多云,微风,小于3级
2014-04-13,29,20,阴转多云,微风,小于3级
2014-04-14,24,18,阴,微风,小于3级
