2014-01-01,上海政府脑子有问题吗？这么严重的空气污染，还要集中燃放烟花！,1
2014-01-01,4D灯光秀蛮好看的，但是空气污染已经噶严重了为撒还要放烟花啊？！[鄙视],1
2014-01-01,[困死了]在空气污染指数直线飙升的年代还在放烟花简直就是在谋杀他人,1
2014-01-01,最近的监测点 (1.7 公里):  上海市浦东新区监测站  空气污染指数: 177 中度污染  污染物浓度:  PM10: 189 μg/m? SO2: 90 μg/m? NO2: 117 μg/m? PM2.5: 134 μg/m?  今天 00:00 发布,1
2014-01-01,今天走在路上只有一种感觉：上海真挤，上海真脏。这个点的步行街还是人满为患，各种小摊，地面全是垃圾，坐车坐地铁的时候也是完全没有秩序，只知道推啊挤啊。交通拥堵空气污染不都是给你们作出来的？我们不排外，只是拜托没素质的yp少来这里，不要给这座城市添堵，没素质的上海人也少出门，省得丢脸。,1
2014-01-01,刚睡着就被一顿炮声吵醒，发烧养病的人伤不起呀，没精神头骂娘，元旦凌晨放鞭炮是哪门子习俗？空气污染都这么严重了，能不能省心一点,1
2014-01-01,挣扎了半天要不要起来跑步，看见空气污染指数，我终于泰然地继续焐被窝了[亲亲][亲亲]   ?年快乐！,1
2014-01-01,新年快樂! 順帶困惑一下，空氣汙染嘎嚴重，魔都緣何燃八分鐘煙火? 此後省略萬余感慨。。。,1
2014-01-01,元旦上海空气污染。,1
2014-01-01,新年放烟花是一种传统，但是在今年持续空气污染，PM2.5一直居高不下，而且没有有效治理方式的时候，政府是不是应该带头不放烟花呢？外滩的灯光还是一样迷人的。清洁空气，需要每个人的努力。@上海发布 @上海环境 ,1
2014-01-01,看看空气污染都成什么样了，还有人放炮，放你妹啊放[汗][鄙视],1
2014-01-01,元旦第一天就中度雾霾?，这年头空气污染也司空见惯了[汗][汗][汗]不过，我也在此祝福??朋友们，万事如意，事体健康，马到成功[发红包][心],1
2014-01-01,宁波女副市长怒批污染企业：断子绝孙的钱，你都敢赚 “宁波的空气质量污染，工业排放是主因。环保局（局长）徐畅成在市委的一次会议上说，宁波的灰霾天气和空气污染，有外来污染源的作用，但主要还是本地污染源，我完全同意他的观点。“我们不能自欺欺人，更不能欺骗老百姓说灰霾天气是其他地方吹过来,0
2014-01-01,大家新年好~ 希望2014，爱情涨幅>友情涨幅>体重跌幅>工资涨幅>上海空气污染程度变化>通货膨胀>房价涨幅>硬盘比例涨幅 开始很甜蜜，中间很严肃，结局很苦涩。。。,0
2014-01-01,糖果反馈当你发觉用什么护肤品都没感觉没效果的时候，就说明你的皮肤真的该排毒了！买了昂贵的雅诗兰黛小棕瓶兰蔻小黑瓶，不排毒，会有效吗 ？空气污染超标化妆品，我们的皮肤不知隐藏了多少铅汞毒素！快来用糖果给皮肤做个深层清洁吧！做面膜前先排毒效果好十倍哦～伙伴们快来用糖果面膜排毒吧,1
2014-01-01,连续几天失眠，自囡囡归天后，时常如此。外面空气污染，心里阴霾比窗外更浓。这是我至今最郁闷的元旦。新年祝愿：愿美丽祖国繁荣昌盛，长治久安！愿神舟大地风调雨顺，灾祸远离！愿亲友同胞身体康健，万事如意！,1
