2013-01-01,冬季8个预防流感小常识#1.流感流行季节，避免到人多的公共场所，必要时戴上口罩；2.注意保持室内空气流通，开窗通风；3.注意休息，不要劳累；4.可注射流感疫苗；5.关注个人卫生，勤洗手;6.注意饮食，多吃含维生素的蔬菜、瓜果等；7.多喝水，加强排泄；8.加强体育锻炼，注意增减衣服。,0
2013-01-02,早上公交车身边坐着一位带口罩的MM而且是靠窗的位置，现在不是流感闹的很凶吗，所以也就没觉得有什么。大家都知道现在冬天了人多公交车窗户也都关着，车上的气味自然差了一些大家都皱着眉头。可那MM的神态到很自然只见她从兜里掏出一支吸管放在嘴角边并把窗户打开一道缝隙，贪婪的吸着外面的空气，高人,1
2013-01-02,从冰天雪地的东北回到依旧零下的北京，只觉得很暖和。北京的地面真的是地面，不似哈尔滨和吉林满是冰雪，走五步滑一步。北京的空气是可以自由呼吸的，不似在哈尔滨没戴口罩呼吸一次鼻孔都结冰了。[泪流满面][泪流满面],1
2013-01-03,因为我们的工作户外时间相对较多，推荐大家下一个“空气质量”的软件，可以把自己家附近和工作地点附近的地方选上查看空气质量，必要的时候还是带个口罩。要是空气太不好，就把全家出行改一个时间[哈哈],0
2013-01-03,塞班时间24点.三小时后起飞返程.北京我來了.继续回家过寒冷的冬天.飞机上换回大棉猴儿和大毛靴子[抓狂]都说非本地人离开热带海岛回本土都会生病.因为换了空气.上次巴厘岛归来就是高烧不退一个星期.我想下飞机后保护好呼吸道是最靠谱的.可是没戴口罩.只能捂着鼻子了!准备去机场[浮云][晕][晕],1
2013-01-03,感冒居然还没好，鼻子还堵塞，戴口罩希望缓解一下干燥的空气，不过不知道能否睡着。,1
2013-01-04,"空气污染指数: 北京 美使馆 103 (对敏感群体有害), 北京 68 (空气质量良好). 百百今天去出演＜＜决战国贸之巅＞＞ 建议今天带个口罩吧 亲?",1
2013-01-04,六号线工作日实战体验：人不算多，车比较快，比正常道路下开车省时二十分钟，换乘五号线比较费时，没电梯出站费力。利好：省时，省钱，健身，可吃上早餐。利差：封闭无信号，人多空气差。要注意：易交叉感染，可考虑口罩，回家仔细洗手洗脸，以利于孩子健康。@多幸福多快乐my,0
2013-01-04,今天空气里的二氧化碳和杂质绝对比氧气多！！！喘的我好难受[衰]明天戴口罩[衰],1
2013-01-04,冠心病患者尽量不要感冒: 除了要注意气候变化，及时添加衣物外，千万不要喝凉水，晚上睡觉要关好窗户，不要让外界冷空气吹进室内。外出时要注意保暖，特别要注意头、手、脚的保暖，要养成戴口罩的习惯，防止寒冷空气剌激冠状动脉。,1
2013-01-04,新年开工前一梦是不明原因空气传播疫情暴发，被派往隔离病房现场调查，戴着N95捧着记录本在病床间穿梭，忙乎了一天口罩越来越憋气。在医院大门口与大姐交接，下一班是她带队，疫情严重到整栋住院楼随时封闭，这意味着她这一队进去了可能会封在里面不能出来。跟大姐拥抱着互道珍重，有一种战场上的感觉,1
2013-01-04,冬天到了，寒风凛冽，所以口罩成了当季的热销品。戴口罩可以隔离传染性病菌和空气中大颗粒灰尘进入呼吸道，保证身体健康，但是同时过长时间的佩戴口罩也会导致鼻腔功能弱化，所以佩戴口罩的同时也要注意要常常呼吸新鲜空气、口罩佩戴时间不宜过长，每天清洗。,0
2013-01-04,本来打算今晚开始跑步，啥啥装备都备齐了，老公一句话“就北京这空气质量你还敢跑步？”于是又犹豫了。。求教：带口罩跑步靠谱不？[泪],1
2013-01-05,头疼，眼睛肿，胸口憋闷，脸上过敏起满了红点...大家纷纷团购口罩、防毒面具，专业除甲醛真的能让人放心吗？我看就是个心里安慰...这室内空气检测是怎么通过的？！,1
2013-01-05,提醒自己出门必须口罩[感冒]空气太臭了，你们都洗澡吗[悲伤]还有穿着带有灌饼涮肉烤肉味的衣服，你们不觉得反胃吗[黑线],1
2013-01-05,10号线二期的空气质量真是太差了，肯定都没达标，需要带口罩，味道太大了[汗],1
2013-01-05,柴静的看见，其中一段描写北京非典时候进病房采访的经历，回忆自己当时在干什么，浮现出来的都是口罩，大大小小的口罩，白色恐怖，空气里浮动的病毒味儿，现在还深深感受到那个时候的恐惧，比记忆和考试卷子保留的更久，看得我感到恐惧袭来，浑身毛孔里都伸出爪子来,1
2013-01-06,戴着口罩上班——空气清新多了,1
2013-01-06,小寒过后，进入一年中最冷的时节，也进入了流感高发期，学校托幼机构等人员密集场所可能会出现流感所导致的集中发热情况。提醒大家注意防范，如有感冒症状请及时就医，戴上口罩防止交叉感染；每天开窗通风以保持室内空气新鲜；老人和孩子外出时要注意保暖，尽量减少前往人多拥挤、空气污浊的场所。,0
2013-01-06,"近期本市天气持续低温，气温一直比较寒冷。专家提醒市民，应提高防范流感侵袭意识,注意保暖,适时增添衣物,保持良好的个人及环境卫生，勤洗手，注意适时开窗通风；尤其要关注年老体弱的人和孩子，尽量不到人多拥挤、空气污浊的场所，建议不要带病上班。到医院就诊时，建议要戴口罩。[纠结]",0
2013-01-06,天天宅在家里也感冒，都拜极端干燥的空气所赐[抓狂]哺乳期还不能吃药，喂奶也得戴口罩，快点好起来吧！[泪],1
2013-01-06,我决定宅了!北京当前的空气指数(PM2.5)是 254。空气质量恶劣，建议佩戴口罩。,1
